"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES"
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-04",,,,,"0.00","T,,N","0.0","T,,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-06",,,,,"0.00","T,,N","0.0","T,,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-08",,,,,"0.05",",,N","0.8",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-09",,,,,"0.04",",,N","0.4",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-10",,,,,"0.27",",,N","4.1",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-11",,,,,"0.00","T,,N","0.0",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-12",,,,,"0.00","T,,N","0.0","T,,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-13",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-14",,,,,"0.00","T,,N","0.0","T,,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-16",,,,,"0.71",",,N","0.3",",,N",,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-17",,,,,"0.00","T,,N",,,,,,,,
"US1NYUL0032","ESOPUS 0.8 NNE, NY US","41.838544","-73.958758","49.4","2021-02-18",,,,,"0.04",",,N","0.5",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-01",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-02",,,,,"0.33",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-03",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-04",,,,,"0.50",",,N","5.0",",,N","5.0",",,N","0.5",",,N","0.5",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-05",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-06",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-07",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-08",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-09",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-10",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-11",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-12",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-13",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-14",,,,,"0.03",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-15",,,,,"0.00","T,,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-16",,,,,"0.77",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-17",,,,,"0.05",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-18",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-19",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-20",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-21",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-22",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-23",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-24",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-25",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-26",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-27",,,,,"0.47",",,N","2.8",",,N","2.8",",,N","0.5",",,N","0.5",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-28",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-29",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-30",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-01-31",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-01",,,,,"0.16",",,N","1.7",",,N",,,,,"0.2",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-02",,,,,"2.47",",,N","18.0",",,N",,,,,"2.5",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-03",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-04",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-05",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-06",,,,,"0.00","T,,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-07",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-08",,,,,"0.02",",,N","1.3",",,N",,,,,"0.0",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-09",,,,,,,"1.5",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-10",,,,,,,"5.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-11",,,,,,,"1.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-12",,,,,,,"0.0",",,N","13.5",",,N","2.6",",,N","0.0",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-13",,,,,"0.00",",,N","0.0",",,N","13.5",",,N","2.6",",,N","0.0",",,N"
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-14",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-15",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-16",,,,,"0.55",",,N",,,,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-17",,,,,,,"0.0",",,N","10.0",",,N","2.5",",,N",,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-18",,,,,,,"0.7",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-19",,,,,,,"2.0",",,N",,,,,,
"US1NYUL0034","WALLKILL 3.7 E, NY US","41.6184","-74.0938","170.7","2021-02-20",,,,,,,"2.3",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-01",,,,,"0.00","T,,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-02",,,,,"0.48",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-03",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-04",,,,,"0.23",",,N","1.7",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-05",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-06",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-07",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-08",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-09",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-10",,,,,"0.00",",,N","0.0",",,N",,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-11",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-12",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-14",,,,,"0.00","T,,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-15",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-16",,,,,"0.94",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-17",,,,,"0.06",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-18",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-19",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-20",,,,,"0.00","T,,N","0.0","T,,N","0.0","T,,N",,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-21",,,,,"0.00",",,N",,,,,,,,
"US1NYUL0015","STONE RIDGE 0.7 N, NY US","41.85155","-74.151624","117.7","2021-01-22",,,,,"0.00",",,N",,,,,,,,
